Year,Fuel_Emissions,Biochar_Stock,Biochar_Decay,Construction_InUse,Construction_Disposed,Construction_Recycled,Construction_LandfillIn,Exterior_InUse,Exterior_Disposed,Exterior_LandfillIn,Household_InUse,Household_Disposed,Household_Recycled,Household_LandfillIn,GraphicPaper_InUse,GraphicPaper_Disposed,GraphicPaper_Recycled,GraphicPaper_LandfillIn,OtherPaper_InUse,OtherPaper_Disposed,OtherPaper_Recycled,OtherPaper_LandfillIn,HouseholdPaper_InUse,HouseholdPaper_Disposed,HouseholdPaper_LandfillIn,LF_Input_Total,LF_Stock_Total,LF_Decay_Total
1994.0,266712500.0,299493.92213049607,3265.6275559910914,4623626716.430349,6036868.993744468,832456.5121455765,5204412.481598891,0.0,0.0,0.0,1127687894.8899686,11147342.86545205,1537167.3910897998,9610175.47436225,102797427.01874429,10497273.821770672,3361350.254470227,7135923.5673004445,8693736.745003209,42528918.16455586,13618258.637618337,28910659.526937526,280556.2421809671,71672016.19101614,71672016.19101614,122533187.24121526,16082094.085190611,7209149.474008517
1995.0,698345000.0,296264.49269903376,3229.429431462286,5712360688.152747,7710635.268350371,1066613.8801225026,6644021.388227869,388555808.7026807,4056394.7801788035,4056394.7801788035,1562477749.7888923,15874820.427745612,2195967.4168725456,13678853.010873066,107846492.52875064,11886534.489993637,3815510.9788828692,8071023.511110768,9852339.88749597,51832525.0713148,16637950.164474644,35194574.90684015,332553.42759536224,89265062.76342078,89265062.76342078,156909930.36065143,28583945.860876236,11877417.403594114
1996.0,630158750.0,2368930.7194152474,27333.77328378598,6538567776.795002,9155215.842640739,1270311.6869908103,7884904.155649928,746475408.1755251,8162024.662563363,8162024.662563363,1919756910.7392282,20197500.634928532,2802459.444490111,17395041.19043842,200605118.6803468,21237893.848403886,6833398.775995122,14404495.072408764,72960909.87791274,122263601.37988418,39338926.44824786,82924674.93163633,343409.98279177444,107432452.780629,107432452.780629,238203592.7933258,45620592.03691128,16405323.832616668
1997.0,624055000.0,4120683.8883036026,48246.831111644875,7377556294.3939085,10692255.678514708,1487974.5960155604,9204281.082499146,1020878695.5470508,11753742.277426418,11753742.277426418,2236265187.4445953,24410510.78838454,3397058.676951278,21013452.11143326,295651742.7227875,31629375.957559295,10200308.756145395,21429067.2014139,64633505.55673071,182743543.20601472,58933839.42808546,123809703.77792926,295412.5808707943,123060640.1997582,123060640.1997582,310270886.6504602,66857169.97185533,20734897.53641478
1998.0,1193214012.5,6398699.964808749,75783.92349485327,8198585616.723786,12288056.924525894,1714967.8255634815,10573089.098962413,1291562938.6261492,15600998.801251367,15600998.801251367,2543743854.864823,28784372.77367336,4017256.2260310235,24767116.547642335,375238612.4324812,41567944.29030623,13435375.89396368,28132568.396342553,83041051.63038263,261370975.92337105,84478974.58623038,176892001.33714068,343204.2796406845,141217147.92011753,141217147.92011753,397182922.1014569,92491879.03601411,25306495.383697327
1999.0,1136695900.0,8974377.79797125,107222.16683749772,9005839792.111885,13949515.917702256,1952282.5254772264,11997233.392225029,1505433702.7448854,19156826.99981821,19156826.99981821,2810737713.2342525,33030618.0277724,4622748.112678235,28407869.915094167,451566568.7496765,52103423.68280473,16877141.15381296,35226282.52899177,92356878.58142903,348469671.90722936,112874959.54977168,235594712.3574577,299692.3492087484,157071747.57090878,157071747.57090878,487454672.7644956,122304552.3756325,29749256.967519026
2000.0,1676295900.0,11042245.926553732,132631.871417519,9872882905.282045,15768596.180030176,2212857.4323335574,13555738.74769662,1715639141.711861,22931795.05262323,22931795.05262323,3072026104.979675,37445312.76961042,5254820.259347177,32190492.51026324,526531749.3954608,63458599.35421577,20598645.18500314,42859954.16921263,128182660.13955536,470031907.7999574,152572237.53644386,317459670.26351357,338547.3888590656,174981892.18204972,174981892.18204972,603979542.925359,156531324.0341865,34451254.65202906
2001.0,1635338787.5,10988278.816791596,131967.1097621367,10667023020.354559,17590380.98703565,2475029.5960401627,15115351.390995488,1922553586.207647,26932252.777101364,26932252.777101364,3250795972.8711042,41324995.50544437,5814574.852448261,35510420.65299611,617020886.3482984,77215763.04716232,25115696.806163944,52100066.24099838,164110761.1394257,625357530.8750757,203407821.4226352,421949709.4524405,374436.87474783655,194790695.30730188,194790695.30730188,746398495.8218337,195014562.21884447,39074786.63643498
2002.0,2418054475.0,13433120.17780451,162158.63898708756,11526492569.472605,19581897.425838187,2762321.2273496967,16819576.19848849,2198082526.283568,31910369.902695056,31910369.902695056,3426093826.264846,45341093.5081822,6396043.3631746555,38945050.14500754,705450985.1705848,92018301.17771363,29990335.998211272,62027965.17950236,195481217.8556983,810050586.8691407,264009321.67651847,546041265.1926223,416320.32190031087,216815254.98540157,216815254.98540157,912559481.6037173,238383404.72550914,44306153.73952644
2003.0,2534081537.5,15169434.699009474,183685.4787950355,12458508123.660143,21759615.23986826,3077201.305753401,18682413.93411486,2447419808.772667,36944842.478186846,36944842.478186846,3568667559.2531376,49222976.08040636,6961014.916760629,42261961.16364573,831469022.7703236,111502586.40026113,36411437.54351618,75091148.85674495,216857259.4413225,1014559199.4396882,331306744.68831396,683252454.7513742,457689.5111750604,241028365.4742265,241028365.4742265,1097261186.6582932,286651266.84562385,49621355.45583275
2004.0,2272836762.5,16665155.891269509,202278.80773996626,13451704364.10541,24118025.844869107,3419039.9477047697,20698985.897164337,2688625840.0981,42204515.30612564,42204515.30612564,3719841581.6637316,53325798.98183436,7559616.949367918,45766182.03246644,958578553.8360955,132414097.8362088,43322333.53639031,89091764.29981849,258593829.51389247,1258911504.784701,411882004.97007877,847029499.8146224,527114.3246679066,268914251.1495586,268914251.1495586,1313705198.4997559,340088935.7795625,55232014.301817775
2005.0,2230870987.5,17884686.320667204,217469.5706023041,14706646887.945196,26910059.31890816,3823917.7432089224,23086141.575699236,2905153154.831778,47511403.52565508,47511403.52565508,3882213730.195554,57675771.560682505,8195723.525187191,49480048.03549531,1105149664.919638,156598204.25518516,51329741.73021398,105268462.52497119,305918439.1799642,1547907782.9147115,507373038.51662433,1040534744.3980871,537513.7617507856,297350297.38780785,297350297.38780785,1563231097.4477158,398993428.37311673,61173100.54329541
2006.0,2380059700.0,20312895.767330956,247790.55333624806,16059766842.835012,29958002.831599478,4266906.987643945,25691095.84395553,3133342583.5657444,53222072.6564503,53222072.6564503,4048069494.8826714,62206124.663427494,8859994.756414734,53346129.90701276,1262449868.2832325,183736655.23820114,60334215.06462564,123402440.17357549,313069518.1764006,1842462316.4782906,605015463.6087947,1237446852.8694959,577397.3171565525,327896300.0706513,327896300.0706513,1821004891.521141,463737308.8860073,67515417.89452793
2007.0,2445658862.5,21519998.20118804,262897.5661429161,17549515297.53392,33320317.328671332,4756549.070705094,28563768.25796624,3341911298.4339533,59018978.0761969,59018978.0761969,4195811317.730236,66717929.84060729,9524132.199954731,57193797.64065256,1437632741.2317004,214772045.5602011,70650120.3065005,144121925.2537006,359434924.0518372,2181785477.2992954,717707027.7098238,1464078449.5894716,660535.6740553931,362840564.3965959,362840564.3965959,2115817483.2145839,534457406.3777015,74056446.4831215
2008.0,2445658862.5,22863265.059338037,279733.14185000095,19041272381.202633,36847002.69686485,5271627.540568947,31575375.156295903,3544578170.9957995,65023724.77295599,65023724.77295599,4341023783.247991,71337880.67152467,10206168.993654089,61131711.67787059,1589615847.4988263,245807435.88220108,80999062.91894329,164808372.9632578,360855349.5369852,2521108638.1203003,830761837.9065655,1690346800.2137346,660535.6740553931,397784828.7225405,397784828.7225405,2410670813.506655,611350881.5730443,80837336.41177979
2009.0,2255635112.5,35150349.685273685,434715.37406435155,20014010933.25363,39906788.60463232,5721727.780252516,34185060.8243798,3652126848.373477,70293938.45793515,70293938.45793515,4387371294.074589,75178509.28718272,10778892.015793871,64399617.27138884,1713810623.9488554,276222076.817395,91175147.78820755,185046929.02918744,321022324.43325686,2821823736.0450335,931425174.7381539,1890398561.3068795,649107.7212170644,432124521.00132346,432124521.00132346,2676448627.891094,693436804.4497921,86792693.67695582
2010.0,2191676837.5,46454547.48570189,578502.1995717935,21027622264.90898,43152645.79139013,6200187.038483314,36952458.752906814,3771061152.912835,75844065.84414993,75844065.84414993,4425483314.583185,78999354.48162793,11350654.513129897,67648699.96849802,1799018850.9616203,304974869.27050465,100832200.61178225,204142668.6587224,342675200.75859034,3144713123.4369764,1039719585.0509655,2104993538.386011,699402.1416585486,469124934.8596649,469124934.8596649,2958706366.469953,780933060.3903909,92948968.6249561
